user_id,session_id,event_time,device_type,location,page_name,event_type,event_value,duration_on_page,referrer_page,next_page,conversion_flag,funnel_stage,intent_label,recommendation_shown,recommendation_clicked,score_intent_probability,cluster_id,total_users,conversion_rate,avg_session_duration,dropoff_rate,persona_name,persona_avg_age,persona_conversion,device_mix,journey_step_count,journey_avg_dwell,journey_dropoff_rate,ab_test_control_rate,ab_test_variant_rate,ab_test_p_value,ab_test_uplift,insight_title,insight_metric,insight_description,insight_suggested_action
,S5503,2025-10-04 22:40:50,desktop,"Delhi, IN",Loan_Offers_Page,submit,Confirmation,12.0,Home_Page,Success_Page,0,Payment,Purchase,Credit Card Offer,0,0.75,C5,4000,0.42,21.53,0.17,Professional,30,0.35,Tablet,6,15.2,0.25,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-03 14:23:50,mobile,"Pune, IN",Home_Page,view,Apply Now,12.0,Loan_Offers_Page,Payment_Page,0,Payment,Apply_Loan,Credit Card Offer,0,0.92,C5,4000,0.49,22.31,0.21,Senior,30,0.18,Tablet,3,12.4,0.25,0.35,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-08 04:15:50,tablet,"Delhi, IN",Success_Page,view,Submit Application,12.0,Loan_Offers_Page,Payment_Page,0,Payment,Purchase,Credit Card Offer,1,0.92,C4,4000,0.44,27.0,0.12,Professional,35,0.18,Mobile,5,9.5,0.2,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
722875.0,S5504,2025-10-04 13:16:50,tablet,"Chennai, IN",Success_Page,click,Apply Now,24.5,Home_Page,Success_Page,1,Apply_Loan,Apply_Loan,Personal Loan Banner,0,0.81,C2,4000,0.53,32.3,0.15,Senior,35,0.12,Tablet,3,9.5,0.2,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-08 16:03:50,desktop,"Pune, IN",Loan_Apply_Page,click,Confirmation,12.0,Loan_Apply_Page,Payment_Page,1,Payment,Query_Info,Personal Loan Banner,1,0.75,C4,4000,0.48,34.36,0.2,Business,22,0.35,Tablet,4,12.4,0.15,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-06 14:14:50,desktop,"Delhi, IN",Success_Page,submit,Payment,24.5,Loan_Apply_Page,Logout_Page,0,Offer_View,Renewal,Personal Loan Banner,0,0.81,C2,4000,0.36,28.34,0.16,Senior,30,0.12,Tablet,4,15.2,0.1,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-04 20:58:50,mobile,"Pune, IN",Loan_Apply_Page,submit,Apply Now,35.2,Home_Page,Logout_Page,1,Offer_View,Purchase,Personal Loan Banner,0,0.92,C4,4000,0.47,27.75,0.11,Senior,45,0.35,Tablet,5,18.3,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-06 03:28:50,tablet,"Delhi, IN",Success_Page,submit,Apply Now,35.2,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Credit Card Offer,1,0.92,C2,4000,0.41,26.07,0.12,Student,22,0.18,Desktop,6,18.3,0.1,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-07 16:42:50,desktop,"Bangalore, IN",Loan_Apply_Page,click,Apply Now,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.87,C5,4000,0.45,32.03,0.21,Senior,45,0.42,Tablet,5,18.3,0.25,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-04 05:31:50,desktop,"Delhi, IN",Success_Page,view,Confirmation,15.8,Home_Page,Loan_Apply_Page,1,Success,Purchase,Credit Card Offer,1,0.65,C1,4000,0.44,29.45,0.22,Senior,30,0.42,Desktop,5,12.4,0.25,0.35,0.42,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-08 16:44:50,tablet,"Pune, IN",Home_Page,submit,View Loan Details,35.2,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Renewal,Insurance Plan,0,0.81,C4,4000,0.54,21.9,0.24,Professional,45,0.18,Tablet,6,18.3,0.2,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-08 19:44:50,mobile,"Pune, IN",Home_Page,submit,Payment,24.5,Home_Page,Success_Page,1,Offer_View,Purchase,Personal Loan Banner,1,0.75,C5,4000,0.44,31.62,0.12,Business,22,0.42,Tablet,6,9.5,0.2,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-09 14:37:50,desktop,"Mumbai, IN",Loan_Offers_Page,submit,View Loan Details,12.0,Home_Page,Success_Page,0,Offer_View,Query_Info,Personal Loan Banner,1,0.92,C3,4000,0.47,33.23,0.12,Business,22,0.42,Tablet,6,15.2,0.2,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-08 06:32:50,tablet,"Pune, IN",Payment_Page,submit,Submit Application,35.2,Home_Page,Payment_Page,1,Payment,Purchase,Credit Card Offer,0,0.81,C1,4000,0.46,22.19,0.15,Student,30,0.12,Desktop,6,12.4,0.1,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-08 07:20:50,desktop,"Chennai, IN",Success_Page,submit,Submit Application,24.5,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Renewal,Insurance Plan,0,0.65,C2,4000,0.49,33.47,0.17,Professional,35,0.42,Mobile,6,9.5,0.15,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-03 19:07:50,tablet,"Pune, IN",Success_Page,click,Apply Now,35.2,Loan_Offers_Page,Loan_Apply_Page,0,Apply_Loan,Upgrade,Insurance Plan,0,0.65,C5,4000,0.41,29.36,0.18,Senior,35,0.42,Tablet,3,12.4,0.1,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-06 07:12:50,tablet,"Mumbai, IN",Loan_Offers_Page,view,Payment,28.9,Loan_Offers_Page,Payment_Page,1,Apply_Loan,Upgrade,Personal Loan Banner,1,0.81,C3,4000,0.53,27.03,0.24,Senior,30,0.18,Mobile,5,18.3,0.15,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-07 16:13:50,mobile,"Chennai, IN",Home_Page,view,Payment,24.5,Loan_Apply_Page,Success_Page,1,Success,Query_Info,Insurance Plan,1,0.75,C4,4000,0.41,23.7,0.19,Business,30,0.42,Mobile,3,15.2,0.1,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-08 02:23:50,desktop,"Delhi, IN",Loan_Apply_Page,click,Payment,24.5,Home_Page,Loan_Apply_Page,0,Apply_Loan,Apply_Loan,Credit Card Offer,0,0.75,C1,4000,0.4,27.19,0.25,Business,22,0.12,Tablet,3,9.5,0.15,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-04 12:11:50,desktop,"Pune, IN",Loan_Apply_Page,click,Submit Application,15.8,Loan_Offers_Page,Success_Page,0,Payment,Purchase,Insurance Plan,1,0.75,C4,4000,0.4,29.94,0.23,Professional,30,0.42,Mobile,3,18.3,0.2,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
119351.0,S5504,2025-10-02 18:25:50,tablet,"Bangalore, IN",Home_Page,view,Submit Application,35.2,Home_Page,Logout_Page,1,Success,Purchase,Personal Loan Banner,0,0.87,C4,4000,0.46,34.64,0.17,Senior,35,0.42,Desktop,4,9.5,0.15,0.35,0.42,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-05 05:37:50,mobile,"Bangalore, IN",Home_Page,view,Apply Now,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Success,Upgrade,Credit Card Offer,1,0.65,C2,4000,0.46,23.12,0.21,Business,22,0.18,Tablet,6,9.5,0.15,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
812220.0,S5502,2025-10-03 03:59:50,tablet,"Bangalore, IN",Loan_Offers_Page,click,Payment,28.9,Loan_Offers_Page,Success_Page,0,Success,Renewal,Credit Card Offer,1,0.92,C4,4000,0.47,31.36,0.16,Student,35,0.35,Mobile,5,18.3,0.1,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-03 08:16:50,mobile,"Delhi, IN",Payment_Page,view,Confirmation,35.2,Loan_Offers_Page,Payment_Page,1,Offer_View,Renewal,Personal Loan Banner,0,0.81,C3,4000,0.52,24.51,0.17,Business,22,0.42,Desktop,4,9.5,0.1,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-07 04:19:50,mobile,"Pune, IN",Loan_Offers_Page,submit,View Loan Details,12.0,Home_Page,Logout_Page,1,Success,Apply_Loan,Insurance Plan,0,0.65,C5,4000,0.42,22.45,0.18,Senior,35,0.12,Tablet,5,15.2,0.2,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-09 09:56:50,mobile,"Chennai, IN",Home_Page,click,Submit Application,24.5,Loan_Offers_Page,Payment_Page,1,Offer_View,Query_Info,Insurance Plan,0,0.92,C4,4000,0.45,28.69,0.14,Student,22,0.35,Mobile,6,12.4,0.2,0.32,0.38,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
876286.0,S5506,2025-10-09 00:08:50,tablet,"Delhi, IN",Success_Page,click,Apply Now,12.0,Loan_Apply_Page,Success_Page,0,Payment,Upgrade,Personal Loan Banner,0,0.65,C5,4000,0.52,31.65,0.23,Senior,22,0.18,Mobile,5,12.4,0.1,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-05 12:58:50,mobile,"Bangalore, IN",Home_Page,click,View Loan Details,24.5,Home_Page,Logout_Page,1,Apply_Loan,Renewal,Credit Card Offer,1,0.92,C5,4000,0.46,30.69,0.22,Business,45,0.12,Mobile,3,12.4,0.1,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-04 05:18:50,tablet,"Bangalore, IN",Home_Page,click,Apply Now,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Offer_View,Upgrade,Personal Loan Banner,0,0.87,C3,4000,0.49,23.01,0.14,Senior,22,0.42,Mobile,3,9.5,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-03 12:07:50,mobile,"Mumbai, IN",Loan_Offers_Page,click,Submit Application,35.2,Home_Page,Loan_Apply_Page,1,Offer_View,Apply_Loan,Insurance Plan,0,0.92,C3,4000,0.39,29.0,0.2,Senior,45,0.35,Tablet,6,12.4,0.25,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-02 22:20:50,tablet,"Chennai, IN",Loan_Apply_Page,submit,Submit Application,24.5,Loan_Offers_Page,Payment_Page,0,Payment,Query_Info,Credit Card Offer,0,0.92,C1,4000,0.42,27.07,0.19,Senior,22,0.12,Mobile,5,9.5,0.1,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-02 19:41:50,mobile,"Pune, IN",Payment_Page,view,Apply Now,35.2,Loan_Offers_Page,Logout_Page,0,Apply_Loan,Purchase,Personal Loan Banner,1,0.81,C5,4000,0.41,33.45,0.16,Business,30,0.18,Desktop,3,12.4,0.25,0.35,0.38,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-05 05:58:50,desktop,"Bangalore, IN",Loan_Offers_Page,click,Confirmation,24.5,Home_Page,Loan_Apply_Page,1,Offer_View,Query_Info,Insurance Plan,0,0.81,C2,4000,0.46,23.36,0.12,Senior,30,0.18,Mobile,4,9.5,0.1,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-07 22:14:50,tablet,"Bangalore, IN",Payment_Page,submit,Confirmation,35.2,Home_Page,Logout_Page,0,Apply_Loan,Apply_Loan,Insurance Plan,1,0.81,C2,4000,0.54,20.61,0.17,Business,22,0.12,Desktop,5,15.2,0.15,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
42876.0,S5504,2025-10-07 20:54:50,mobile,"Mumbai, IN",Loan_Offers_Page,click,Payment,35.2,Loan_Offers_Page,Logout_Page,1,Apply_Loan,Purchase,Personal Loan Banner,0,0.92,C5,4000,0.5,25.83,0.12,Student,22,0.35,Desktop,6,15.2,0.2,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-05 17:48:50,tablet,"Pune, IN",Success_Page,view,Confirmation,28.9,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Apply_Loan,Credit Card Offer,1,0.87,C2,4000,0.4,23.07,0.18,Professional,30,0.42,Tablet,4,15.2,0.1,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
797635.0,S5505,2025-10-09 05:55:50,mobile,"Mumbai, IN",Success_Page,submit,View Loan Details,15.8,Loan_Apply_Page,Success_Page,1,Apply_Loan,Apply_Loan,Insurance Plan,1,0.81,C1,4000,0.49,26.55,0.2,Business,45,0.42,Tablet,3,18.3,0.15,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
872777.0,S5503,2025-10-06 14:54:50,desktop,"Delhi, IN",Payment_Page,click,Payment,35.2,Loan_Offers_Page,Success_Page,0,Success,Renewal,Personal Loan Banner,0,0.75,C4,4000,0.37,23.78,0.19,Student,35,0.42,Mobile,4,15.2,0.1,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-04 10:14:50,desktop,"Delhi, IN",Payment_Page,submit,View Loan Details,24.5,Loan_Offers_Page,Success_Page,1,Apply_Loan,Renewal,Insurance Plan,1,0.87,C4,4000,0.48,22.6,0.16,Student,22,0.35,Tablet,5,12.4,0.2,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-06 11:18:50,desktop,"Bangalore, IN",Payment_Page,submit,Submit Application,24.5,Loan_Apply_Page,Success_Page,1,Success,Upgrade,Credit Card Offer,0,0.81,C1,4000,0.51,34.28,0.18,Student,22,0.35,Desktop,4,18.3,0.25,0.32,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-03 20:37:50,mobile,"Delhi, IN",Loan_Offers_Page,click,Payment,28.9,Loan_Apply_Page,Success_Page,1,Success,Upgrade,Insurance Plan,1,0.92,C4,4000,0.42,33.98,0.11,Student,30,0.42,Desktop,3,18.3,0.2,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-03 22:26:50,desktop,"Bangalore, IN",Loan_Apply_Page,view,Payment,15.8,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Renewal,Credit Card Offer,1,0.75,C2,4000,0.39,34.81,0.15,Business,30,0.12,Mobile,4,9.5,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-07 22:24:50,desktop,"Delhi, IN",Loan_Apply_Page,submit,Submit Application,28.9,Loan_Apply_Page,Loan_Apply_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.65,C1,4000,0.46,20.86,0.24,Business,35,0.12,Desktop,3,12.4,0.1,0.32,0.38,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-04 18:40:50,mobile,"Pune, IN",Home_Page,submit,Payment,12.0,Loan_Apply_Page,Payment_Page,0,Apply_Loan,Purchase,Personal Loan Banner,1,0.87,C4,4000,0.42,33.53,0.19,Student,22,0.42,Tablet,4,12.4,0.2,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-03 09:55:50,tablet,"Delhi, IN",Loan_Offers_Page,view,Apply Now,12.0,Home_Page,Payment_Page,0,Offer_View,Apply_Loan,Personal Loan Banner,0,0.92,C4,4000,0.37,22.97,0.18,Student,22,0.42,Desktop,4,18.3,0.25,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
251258.0,S5502,2025-10-04 05:52:50,mobile,"Mumbai, IN",Payment_Page,submit,Confirmation,12.0,Home_Page,Logout_Page,1,Success,Upgrade,Insurance Plan,0,0.92,C4,4000,0.5,32.44,0.1,Senior,30,0.35,Mobile,4,18.3,0.15,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
812220.0,S5502,2025-10-09 03:56:50,mobile,"Bangalore, IN",Payment_Page,view,Payment,28.9,Loan_Offers_Page,Success_Page,1,Payment,Upgrade,Insurance Plan,1,0.87,C5,4000,0.53,28.28,0.11,Professional,45,0.42,Mobile,6,12.4,0.25,0.35,0.42,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-09 03:28:50,mobile,"Delhi, IN",Payment_Page,click,Payment,12.0,Loan_Offers_Page,Success_Page,1,Apply_Loan,Upgrade,Insurance Plan,1,0.65,C3,4000,0.55,22.2,0.16,Business,45,0.18,Mobile,3,15.2,0.1,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-03 15:59:50,tablet,"Pune, IN",Loan_Offers_Page,view,Submit Application,15.8,Loan_Apply_Page,Payment_Page,0,Apply_Loan,Upgrade,Personal Loan Banner,0,0.75,C4,4000,0.46,23.04,0.11,Business,22,0.42,Tablet,3,12.4,0.1,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-04 07:21:50,mobile,"Pune, IN",Success_Page,view,View Loan Details,35.2,Loan_Apply_Page,Loan_Apply_Page,1,Payment,Upgrade,Personal Loan Banner,1,0.92,C2,4000,0.43,21.93,0.14,Student,45,0.42,Desktop,3,15.2,0.15,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-03 14:03:50,desktop,"Mumbai, IN",Home_Page,click,Confirmation,12.0,Loan_Apply_Page,Payment_Page,1,Payment,Apply_Loan,Credit Card Offer,1,0.92,C5,4000,0.48,28.52,0.14,Senior,30,0.42,Tablet,6,15.2,0.2,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-09 00:36:50,desktop,"Chennai, IN",Home_Page,view,Submit Application,12.0,Loan_Apply_Page,Logout_Page,1,Payment,Query_Info,Personal Loan Banner,1,0.87,C1,4000,0.47,26.16,0.11,Professional,35,0.35,Desktop,5,9.5,0.15,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
171946.0,S5504,2025-10-05 07:38:50,mobile,"Mumbai, IN",Loan_Apply_Page,submit,View Loan Details,12.0,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Insurance Plan,0,0.65,C5,4000,0.42,29.56,0.2,Student,22,0.35,Tablet,6,9.5,0.15,0.35,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-07 05:17:50,mobile,"Pune, IN",Loan_Apply_Page,click,View Loan Details,15.8,Home_Page,Loan_Apply_Page,0,Apply_Loan,Query_Info,Insurance Plan,1,0.92,C4,4000,0.52,29.18,0.16,Professional,45,0.18,Mobile,3,12.4,0.2,0.35,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-08 14:07:50,tablet,"Pune, IN",Loan_Apply_Page,submit,Confirmation,24.5,Loan_Apply_Page,Loan_Apply_Page,0,Offer_View,Upgrade,Insurance Plan,1,0.92,C1,4000,0.37,28.95,0.24,Student,45,0.12,Tablet,6,9.5,0.25,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-04 00:50:50,mobile,"Bangalore, IN",Success_Page,view,Apply Now,15.8,Loan_Offers_Page,Payment_Page,1,Success,Renewal,Insurance Plan,0,0.92,C1,4000,0.37,23.22,0.12,Business,35,0.12,Tablet,6,9.5,0.1,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-04 17:00:50,mobile,"Bangalore, IN",Loan_Apply_Page,submit,Submit Application,12.0,Loan_Offers_Page,Logout_Page,0,Apply_Loan,Apply_Loan,Credit Card Offer,0,0.81,C4,4000,0.37,22.57,0.19,Senior,22,0.12,Mobile,5,18.3,0.2,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-03 19:50:50,mobile,"Delhi, IN",Home_Page,view,Submit Application,12.0,Home_Page,Success_Page,0,Payment,Apply_Loan,Credit Card Offer,1,0.92,C2,4000,0.4,32.62,0.11,Business,45,0.42,Mobile,4,9.5,0.1,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-06 01:52:50,tablet,"Delhi, IN",Loan_Apply_Page,view,Confirmation,15.8,Loan_Apply_Page,Logout_Page,1,Success,Purchase,Personal Loan Banner,0,0.75,C3,4000,0.43,20.55,0.21,Senior,35,0.12,Desktop,3,15.2,0.25,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-06 17:10:50,mobile,"Chennai, IN",Loan_Apply_Page,submit,Apply Now,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Payment,Apply_Loan,Insurance Plan,1,0.81,C4,4000,0.46,20.58,0.23,Business,30,0.12,Mobile,4,15.2,0.15,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
451462.0,S5502,2025-10-05 00:23:50,mobile,"Bangalore, IN",Home_Page,submit,Submit Application,15.8,Loan_Offers_Page,Success_Page,0,Apply_Loan,Upgrade,Personal Loan Banner,0,0.65,C1,4000,0.47,33.68,0.11,Student,45,0.12,Tablet,4,18.3,0.1,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-08 05:13:50,mobile,"Chennai, IN",Home_Page,click,Payment,15.8,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Renewal,Insurance Plan,0,0.81,C2,4000,0.37,29.76,0.14,Business,30,0.35,Desktop,6,12.4,0.2,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-08 03:57:50,tablet,"Delhi, IN",Loan_Offers_Page,view,Apply Now,28.9,Home_Page,Loan_Apply_Page,0,Payment,Upgrade,Insurance Plan,0,0.75,C1,4000,0.44,25.59,0.22,Student,45,0.18,Tablet,3,9.5,0.15,0.32,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-04 21:27:50,tablet,"Mumbai, IN",Loan_Apply_Page,view,Payment,12.0,Loan_Apply_Page,Loan_Apply_Page,0,Payment,Purchase,Insurance Plan,0,0.81,C1,4000,0.39,25.7,0.13,Senior,45,0.12,Desktop,3,9.5,0.1,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-02 18:38:50,tablet,"Mumbai, IN",Home_Page,submit,Payment,15.8,Loan_Offers_Page,Logout_Page,1,Payment,Renewal,Insurance Plan,0,0.92,C3,4000,0.49,29.75,0.17,Professional,30,0.18,Mobile,4,12.4,0.1,0.35,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-07 21:49:50,tablet,"Pune, IN",Success_Page,view,Apply Now,28.9,Loan_Offers_Page,Payment_Page,0,Payment,Query_Info,Personal Loan Banner,1,0.81,C4,4000,0.41,26.7,0.14,Student,35,0.12,Desktop,6,9.5,0.25,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
